cik,sub_name,parent_name,first_seen,first_filing,time_out,batch_size,cross_cik,label,match_jaccard,wikidata_company,wikidata_acquirer
0000885720,guardiankw hayward llc,kennedy wilson inc,2013-02-14,1999-03-12,Between 2013-02-14 and 2018-06-19,393,1,0,0.0,,
0000915359,nexstar pharmaceuticals italia srl,nexstar pharmaceuticals inc,1997-03-28,1997-03-28,Between 1997-03-28 and 1998-03-26,8,1,0,0.0,,
0000828750,promotions distributor services corporation,global sports inc,2008-03-13,1996-03-29,Between 2008-03-13 and 2009-03-16,7,0,0,0.0,,
0001282266,connecticut broadband llc,windstream corp,2017-05-08,2005-05-13,Between 2017-05-08 and 2018-02-28,42,1,0,0.0,,
0000106640,whirlpool nordic ab (finland branch),whirlpool corp de,2008-02-22,1995-03-17,Between 2008-02-22 and 2009-02-19,176,0,0,0.0,,
0001707925,white martins & white martins comã©rcio e serviã§os sã rl,linde plc,2021-03-01,2017-08-07,Between 2021-03-01 and 2022-02-28,38,0,0,0.0,,
0000876883,kis information services srl,mdc partners inc,2016-02-26,2004-05-10,Between 2016-02-26 and 2017-03-01,52,0,0,0.0,,
0000730469,empressa laboratories de,a l pharma inc,1996-03-22,1996-03-22,Between 1996-03-22 and 1997-03-24,24,0,0,0.0,,
0000916457,calpine energy services canada partnership,calpine corp,2002-03-29,1996-06-19,Between 2002-03-29 and 2003-03-31,98,0,0,0.0,,
0000715969,united water mid atlantic inc,united water resources inc,1995-03-28,1994-03-30,Between 1995-03-28 and 1996-03-26,11,0,0,0.0,,
0000069526,july 15,nabisco inc,2000-03-22,1997-03-10,Active as of 2000-03-22,6,1,0,0.0,,
0000052617,ifc statutory trust vii,irwin financial corporation,2004-03-09,1996-03-27,Between 2004-03-09 and 2005-03-09,2,0,0,0.0,,
0000774203,ijl holdings inc,wachovia corp nc,2000-03-28,2000-03-28,Between 2000-03-28 and 2001-03-05,73,1,0,0.0,,
0001015610,gold bk holdings inc,gold banc corp inc,2003-03-31,1999-11-23,Between 2003-03-31 and 2004-03-15,4,0,0,0.0,,
0000937320,cash with respect,addington bruce,1995-11-08,1995-11-08,Active as of 1995-11-08,13,1,0,0.0,,
0001319519,auto disposal of paducah inc,axle holdings inc,2008-08-01,2008-01-25,Active as of 2008-08-01,10,1,0,0.0,,
0000311657,pre paid legal services inc,pre paid legal services inc,2000-03-21,1997-03-31,Between 2000-03-21 and 2010-02-25,9,0,0,0.0,,
0001410637,don quixote inc 126,rhi entertainment inc,2007-09-14,2007-09-14,Between 2007-09-14 and 2007-11-09,21,0,0,0.0,,
0001012620,bradford industrial rail inc,genesee & wyoming inc,1997-03-31,1996-06-07,Between 1997-03-31 and 1998-03-31,6,0,0,0.0,,
0001156039,monticello service agency inc,wellpoint inc,2004-02-27,2001-10-01,Between 2004-02-27 and 2005-03-14,19,1,0,0.0,,
0000922404,empiregas inc of oregon,empire gas corpnew,1996-09-30,1994-06-10,Between 1996-09-30 and 1997-09-26,130,0,0,0.0,,
0001524607,mpt carmarthen ltd,mpt operating partnership lp,2021-03-01,2012-02-29,Between 2021-03-01 and 2022-03-01,68,1,0,0.0,,
0001684682,lado agency inc,cnl strategic capital llc,2018-02-12,2018-02-12,Between 2018-02-12 and 2019-03-19,11,0,0,0.0,,
0001500554,arc clorlfl001 llc,american realty capital retail centers of americ,2015-04-15,2012-04-16,Between 2015-04-15 and 2016-03-11,24,1,0,0.0,,
0001316631,reality tv (china) ltd,liberty global inc,2007-03-01,2005-05-03,Between 2007-03-01 and 2008-02-26,76,0,0,0.0,,
0000074260,pennsylvania manufacturers international insurance ltd,old republic international corp,2011-02-28,1996-03-28,Between 2011-02-28 and 2012-02-29,16,1,0,0.0,,
0000033407,erico products inc,erico products inc,2004-05-07,2004-05-07,Active as of 2004-05-07,33,0,0,0.0,,
0001301611,andalusia professional services llc,lifepoint hospitals inc,2017-02-17,2006-02-07,Between 2017-02-17 and 2018-02-23,24,0,0,0.0,,
0001030206,vascular solutions gmbh,vascular solutions inc,2003-02-28,2003-02-28,Active as of 2003-02-28,1,0,0,0.0,,
0000899723,plaschem (suzhou) technology co ltd,om group inc,2007-02-28,1997-03-21,Between 2007-02-28 and 2008-02-28,4,0,0,0.0,,
0000023666,sara lee international corporation,lee sara corp,1994-09-30,1994-09-30,Between 1994-09-30 and 1995-09-29,334,0,0,0.0,,
0000081362,sb decking inc (formerly,quaker chemical corp,1996-03-29,1994-03-30,Between 1996-03-29 and 1997-02-12,7,0,0,0.0,,
0000882184,hph homebuilders 1996 lp,horton d r inc de,2006-12-12,1996-12-20,Between 2006-12-12 and 2007-11-27,29,0,0,0.0,,
0000019617,max flow corp,j p morgan chase & co,2009-03-02,1994-03-25,Between 2009-03-02 and 2010-02-24,180,1,0,0.0,,
0000920522,newport beach north llc,essex property trust inc,2008-02-29,1997-03-31,Between 2008-02-29 and 2009-02-27,27,1,0,0.0,,
0000034088,mobil oil kazakhstan inc,exxon corp,2000-03-23,1994-03-11,Between 2000-03-23 and 2001-03-28,137,1,0,0.0,,
0000794170,montgomery oaks lp,toll brothers inc,2004-01-15,2002-01-10,Between 2004-01-15 and 2005-01-13,305,0,0,0.0,,
0001411537,star motilla ltd,ruby newco llc,2007-10-17,2007-10-17,Between 2007-10-17 and 2008-03-20,1362,1,0,0.0,,
0001585364,perrigo corporation limited,perrigo co plc,2016-02-25,2013-08-28,Between 2016-02-25 and 2017-05-22,26,0,0,0.0,,
0001327978,trt noip apache trail terrell gp llc,dividend capital total realty trust inc,2011-08-03,2005-05-27,Between 2011-08-03 and 2011-11-23,128,0,0,0.0,,
0000925692,ua uii inc,tele communications inc co,1996-03-27,1994-06-23,Between 1996-03-27 and 1997-03-28,853,1,0,0.0,,
0000805305,quiksilver japan kk,quiksilver inc,2004-01-29,1996-01-26,Between 2004-01-29 and 2005-01-13,19,1,0,0.0,,
0001308161,telepiã¹ srl,news corp,2006-08-23,2005-09-01,Between 2006-08-23 and 2007-08-23,157,1,0,0.0,,
0001496048,westroads mall llc,new ggp inc,2010-11-09,2010-11-09,Between 2010-11-09 and 2011-03-08,529,1,0,0.0,,
0000081061,publix asset management company,publix super markets inc,2001-08-14,1997-03-28,Between 2001-08-14 and 2002-11-12,1,0,0,0.0,,
0001411537,broadsystem incorporated,ruby newco llc,2007-10-17,2007-10-17,Between 2007-10-17 and 2008-03-20,1362,1,0,0.0,,
0001058980,usm (china holdings) ltd,texon international plc,1998-04-07,1998-04-07,Active as of 1998-04-07,27,0,0,0.0,,
0001166691,philadelphia live lllp,comcast corp,2025-01-31,2003-03-20,Active as of 2025-01-31,37,0,0,0.0,,
0001041802,viasystems group limited,wire harness industries inc,2004-06-22,2004-06-22,Active as of 2004-06-22,97,1,0,0.0,,
0001027884,cbi peruana sac,chicago bridge & iron co n v,2011-02-22,1997-02-28,Between 2011-02-22 and 2013-02-28,2,0,0,0.0,,
0000097472,products inc,texas industries inc,1997-07-17,1994-08-26,Between 1997-07-17 and 1998-08-27,8,1,0,0.0,,
0000765052,lancaster clinic corp,hallmark healthcare corp,2007-10-05,1994-09-20,Active as of 2007-10-05,281,1,0,0.0,,
0001039508,fort worth surgicare partners ltd (doing business as baylor surgical hospital at fort worth),ortholink physicians corp,2012-08-24,2007-07-03,Active as of 2012-08-24,435,1,0,0.0,,
0001173204,fs dissolution corp dba accessit satellite and support services,access integrated technologies inc dba cinedig,2013-06-20,2005-06-29,Between 2013-06-20 and 2014-06-26,3,0,0,0.0,,
0001507385,arc wgncnsc001 llc,vereit inc,2013-11-26,2011-06-13,Between 2013-11-26 and 2014-02-27,644,1,0,0.0,,
0000935724,pmi mortgage services co,pmi group inc,1997-03-31,1997-03-31,Between 1997-03-31 and 1998-03-27,7,0,0,0.0,,
0001141982,cooper france finance inc,cooper industries ltd,2003-02-26,2003-02-26,Between 2003-02-26 and 2004-03-08,202,1,0,0.0,,
0001756708,juwel e services tanzania ltd,jumia technologies ag,2019-03-28,2019-03-12,Active as of 2019-03-28,55,0,0,0.0,,
0000031462,ecolab gb 1 limited,ecolab inc,2024-02-23,1996-03-27,Active as of 2024-02-23,9,0,0,0.0,,
0001366993,burlington coat factory of arkansas llc,burlington coat factory warehouse of anchorage in,2006-10-10,2006-10-10,Active as of 2006-10-10,130,1,0,0.0,,
0000079282,beecher carlson holdings inc,brown & brown inc,2014-02-28,2001-03-14,Between 2014-02-28 and 2015-03-02,38,0,0,0.0,,
0001022438,tc servicenet inc,trammell crow co,2000-03-29,1997-09-03,Between 2000-03-29 and 2001-03-29,140,0,0,0.0,,
0000904978,langdon place of keene partnership,sun healthcare group inc,2002-03-29,1997-03-28,Between 2002-03-29 and 2003-03-28,156,1,0,0.0,,
0001032204,alpine life insurance company,hartford life inc,1998-03-27,1997-03-21,Between 1998-03-27 and 1999-03-31,38,0,0,0.0,,
0000108772,blackstone valley office systems inc,xerox corp,2009-02-13,1996-03-28,Between 2009-02-13 and 2010-02-26,60,0,0,0.0,,
0001160106,evansville limited,lloyds banking group plc,2014-03-06,2014-03-06,Active as of 2014-03-06,1041,0,0,0.0,,
0001571996,emc computer systems brasil ltda,dell technologies inc,2017-03-31,2016-04-11,Between 2017-03-31 and 2018-03-29,308,1,0,0.0,,
0000002488,xilinx technology ltd,advanced micro devices inc,2023-02-27,1995-03-07,Between 2023-02-27 and 2024-01-31,38,1,0,0.0,,
0001701108,new pharma license holdings,spero therapeutics inc,2017-08-25,2017-08-25,Between 2017-08-25 and 2018-04-02,9,0,0,0.0,,
0001393818,brea ix nq (offshore) (cayman) lp,blackstone inc,2021-02-26,2007-06-04,Between 2021-02-26 and 2022-02-25,115,0,0,0.0,,
0001176334,arcadia gas storage llc,martin midstream partners lp,2015-03-02,2002-07-01,Between 2015-03-02 and 2020-02-14,7,0,0,0.0,,
0000048465,vista international packaging inc,hormel foods corp de,2002-01-25,2002-01-25,Between 2002-01-25 and 2003-01-24,32,0,0,0.0,,
0000813828,paramount pictures entertainment canada ulc,viacom inc,2020-02-20,1994-03-31,Between 2020-02-20 and 2021-02-24,373,1,0,0.0,,
0001584207,springcastle finance llc,springleaf holdings llc,2013-10-01,2013-10-01,Between 2013-10-01 and 2014-04-15,102,1,0,0.0,,
0001070750,48123 vbs op llc,host hotels & resorts inc,2023-02-22,1999-03-26,Between 2023-02-22 and 2024-02-28,22,1,0,0.0,,
0001517492,suzhou ehi car rental co ltd,ehi car services ltd,2014-06-30,2014-06-30,Between 2014-06-30 and 2014-09-10,30,0,0,0.0,,
0001327978,areit wes warren ic llc,dividend capital total realty trust inc,2023-03-20,2005-05-27,Between 2023-03-20 and 2023-04-04,52,0,0,0.0,,
0000045012,shaw pipe industries limited,halliburton co,2000-03-14,1994-03-11,Between 2000-03-14 and 2001-03-27,331,1,0,0.0,,
0000834208,navigation technologies srl,navteq corp,2001-11-15,2001-11-15,Between 2001-11-15 and 2003-03-28,15,0,0,0.0,,
0000917711,green country energy llc,cogentrix energy inc,1999-03-31,1997-09-29,Between 1999-03-31 and 2000-03-30,13,1,0,0.0,,
0001752836,kruuse svenska ab,covetrus inc,2020-03-03,2019-01-08,Between 2020-03-03 and 2021-03-01,101,0,0,0.0,,
0000320187,nike de mexico s de rl de cv,nike inc,2009-07-27,1995-08-30,Between 2009-07-27 and 2010-07-20,137,0,0,0.0,,
0000935419,bmb dining services (i 10) inc,rci hospitality holdings inc,2016-12-13,1996-12-30,Between 2016-12-13 and 2018-02-14,9,0,0,0.0,,
0001317945,omega flex industrial limited,omega flex inc,2017-03-13,2005-04-29,Active as of 2017-03-13,3,0,0,0.0,,
0001469395,urugua ã­ sa,pampa energy inc,2016-10-07,2016-10-07,Active as of 2016-10-07,55,0,0,0.0,,
0000225648,covanta lee inc,covanta holding corp,2005-03-16,1996-07-05,Between 2005-03-16 and 2005-12-19,153,1,0,0.0,,
0000026780,mr gasket inc,dana corp,1999-02-24,1994-03-14,Between 1999-02-24 and 2000-03-14,204,0,0,0.0,,
0000891024,webster veterinary supply inc,patterson companies inc,2001-07-24,1997-07-25,Between 2001-07-24 and 2002-07-25,1,0,0,0.0,,
0000750556,windstone mortgage llc,suntrust banks inc,2007-03-01,1995-02-22,Between 2007-03-01 and 2008-02-20,109,0,0,0.0,,
0001018871,central dallas lithotripsy lp,healthtronics surgical services inc,1999-04-27,1999-01-26,Between 1999-04-27 and 2000-03-30,5,0,0,0.0,,
0001766363,barrett jackson holdings llc,endeavor group holdings inc,2023-02-28,2019-07-24,Between 2023-02-28 and 2024-02-28,88,0,0,0.0,,
0000014846,trb integra llc,brt realty trust,2020-05-15,2007-12-14,Between 2020-05-15 and 2021-03-15,4,0,0,0.0,,
0001782430,107 south lincoln street llc,strawberry fields reit inc,2022-05-31,2022-05-31,Between 2022-05-31 and 2023-03-27,101,0,0,0.0,,
0001166691,four flags cablevision,comcast corp,2003-03-20,2003-03-20,Between 2003-03-20 and 2004-03-12,1101,1,0,0.0,,
0000085388,four owings mills corporate center inc,rouse company,1996-03-05,1996-03-05,Between 1996-03-05 and 1997-04-04,188,0,0,0.0,,
0000876883,7thfl ltd,mdc partners inc,2018-03-01,2004-05-10,Between 2018-03-01 and 2019-03-18,13,0,0,0.0,,
0000104938,the rust engineering company limited,wmx technologies inc,1994-03-30,1994-03-30,Between 1994-03-30 and 1996-03-29,831,0,0,0.0,,
0001393818,blackstone family core equity partnership ii esc lp,blackstone inc,2021-02-26,2007-06-04,Between 2021-02-26 and 2022-02-25,115,0,0,0.0,,
0000110621,rpow france sas owns 1357% of the outstanding shares of apsa spa,rpm incoh,2005-08-15,1994-08-29,Between 2005-08-15 and 2006-08-10,80,0,0,0.0,,
0000740126,usa guthy renker inc,fingerhut companies inc,1997-03-27,1996-03-28,Between 1997-03-27 and 1998-03-25,10,0,0,0.0,,
0001517342,noble rig holdings limited,pacific drilling sa,2021-12-22,2011-11-07,Between 2021-12-22 and 2022-03-18,119,1,0,0.0,,
0000945436,sune solar iii llc 29 wholly owned subsidiaries operating in the provision of solar energy services,sunedison inc,2010-03-01,1997-03-21,Between 2010-03-01 and 2011-02-22,37,0,0,0.0,,
0001556364,bensalem primary fund llc,owens realty mortgage inc,2014-03-27,2014-03-27,Between 2014-03-27 and 2015-03-16,15,1,0,0.0,,
0000922864,crc scotch corp,apartment investment & management co,2002-03-20,1997-03-31,Between 2002-03-20 and 2003-03-07,141,1,0,0.0,,
0001193558,first states properties no 51 lp,american financial realty trust,2007-03-01,2003-04-11,Between 2007-03-01 and 2008-02-28,86,0,0,0.0,,
0001467076,colony global acquisition corp,colony financial inc,2016-02-29,2010-01-15,Active as of 2016-02-29,108,0,0,0.0,,
0001417926,bioxcell inc,invo bioscience inc,2010-04-06,2010-04-06,Between 2010-04-06 and 2017-03-17,1,0,0,0.0,,
0000895421,littlehill limited,morgan stanley dean witter & co,2007-02-13,1997-03-31,Between 2007-02-13 and 2007-04-17,268,0,0,0.0,,
0001376812,jupiter holdings llc,patriot coal corp,2009-03-02,2007-05-14,Between 2009-03-02 and 2010-02-24,40,0,0,0.0,,
0001770450,xerox financial services finland oy,xerox holdings corp,2020-02-28,2020-02-28,Between 2020-02-28 and 2021-02-25,189,1,0,0.0,,
0000720672,thomas weisel partners (usa) inc,stifel financial corp,2011-02-28,1996-03-26,Between 2011-02-28 and 2013-03-01,16,1,0,0.0,,
0001108109,deaconess physician services llc,community health systems inc,2013-02-27,2000-04-19,Between 2013-02-27 and 2014-02-26,587,0,0,0.0,,
0000818479,ransom & randolph company,dentsply sirona inc,1997-03-27,1996-04-01,Between 1997-03-27 and 1998-03-31,14,0,0,0.0,,
0001552033,transunion auto information solutions ltd,transunion,2013-06-26,2012-07-31,Between 2013-06-26 and 2014-02-27,3,1,0,0.0,,
0000357226,host realty partnership lp,potomac hotel ltd partnership,2006-06-16,2003-12-09,Between 2006-06-16 and 2006-12-11,101,1,0,0.0,,
0000066418,southwest texas disposal corporation,mexco energy corp,2011-06-29,2011-06-29,Between 2011-06-29 and 2013-07-01,2,0,0,0.0,,
0000924642,a pennsylvania business trust,applied digital solutions inc,1997-03-31,1997-03-31,Between 1997-03-31 and 1998-03-30,19,0,0,0.0,,
0001188303,nrg connecticut peaking development llc,texas genco holdings inc,2010-12-21,2002-09-13,Between 2010-12-21 and 2011-07-11,270,1,0,0.0,,
0001048286,marriott hotels international (french branch liasion office),marriott international inc md,2016-02-18,1998-02-13,Between 2016-02-18 and 2017-02-21,259,0,0,0.0,,
0001551182,cl solutions mexico s de rl de cv,eaton corp plc,2020-02-26,2012-06-22,Between 2020-02-26 and 2021-02-24,32,0,0,0.0,,
0000918040,commonwealth research corporation,unicom corp,1996-02-16,1996-02-16,Between 1996-02-16 and 1997-03-28,13,1,0,0.0,,
0000004285,alcan packaging do brasil ltda,alcan aluminium ltd new,2002-03-27,1998-03-31,Between 2002-03-27 and 2003-03-27,48,0,0,0.0,,
0000929351,569157 bc ltd,lions gate entertainment corp cn,2001-07-24,2001-07-24,Between 2001-07-24 and 2002-07-15,18,0,0,0.0,,
0001004990,ncs healthcare of massachusetts inc,ncs healthcare inc,1998-09-28,1998-09-28,Between 1998-09-28 and 1998-10-01,53,1,0,0.0,,
0001492298,ccp newton wellesley 0539 llc,sabra health care reit inc,2018-02-21,2010-09-24,Between 2018-02-21 and 2019-02-25,345,1,0,0.0,,
0000729237,parkway properties one park ten general partner inc,parkway properties inc,2003-03-21,1996-04-01,Between 2003-03-21 and 2004-03-11,6,0,0,0.0,,
0001339947,caper productions llc,viacom inc,2014-11-13,2005-11-23,Between 2014-11-13 and 2015-11-12,16,1,0,0.0,,
0001675583,monster europe limited,atlantic acquisition inc,2018-04-16,2018-04-16,Active as of 2018-04-16,11,0,0,0.0,,
0001468328,addus fea inc,addus homecare corp,2009-07-17,2009-07-17,Between 2009-07-17 and 2011-03-28,13,0,0,0.0,,
0001054905,innospec performance chemicals spain sl,octel corp,2017-02-15,1998-05-04,Between 2017-02-15 and 2018-02-15,5,0,0,0.0,,
0001041061,kfc mexico bv,yum brands inc,2015-02-17,1997-08-20,Between 2015-02-17 and 2016-02-16,112,0,0,0.0,,
0001776967,justineavon limited,natura &co holding sa,2020-10-01,2020-10-01,Active as of 2020-10-01,186,1,0,0.0,,
0001704899,american drug stores llc,lucky stores llc,2017-05-19,2017-05-19,Active as of 2017-05-19,256,1,0,0.0,,
0001096752,energizer finanzierungs gbr,energizer holdings inc,2003-12-15,2000-01-11,Between 2003-12-15 and 2004-12-10,34,0,0,0.0,,
0001368900,gatehouse media california holdings inc,gatehouse media inc,2007-03-13,2007-03-13,Between 2007-03-13 and 2007-06-29,38,1,0,0.0,,
0001029267,tucker anthony private equity capital llc,freedom securities corp de,2001-03-30,1998-01-26,Active as of 2001-03-30,4,0,0,0.0,,
0000814453,jcs brasil eletrodomesticos sa branch (factory cnpjmf: 031061700002 24),newell brands inc,2023-02-15,1996-03-13,Between 2023-02-15 and 2024-02-21,46,0,0,0.0,,
0000890662,fritz companies honduras sa,fritz companies inc,2000-08-15,1999-07-27,Active as of 2000-08-15,32,0,0,0.0,,
0001106935,citic sunwing energy ltd (bvi),ivanhoe energy inc,2003-03-20,2001-03-22,Between 2003-03-20 and 2005-03-10,2,0,0,0.0,,
0000885720,kw fort union llc,kennedy wilson inc,2018-06-19,1999-03-12,Active as of 2018-06-19,253,1,0,0.0,,
0001170991,dct shelby 4 gp llc,dct industrial trust inc,2006-03-16,2005-03-16,Between 2006-03-16 and 2006-10-19,149,1,0,0.0,,
0000036995,wachovia defeasance funb 2000 c2 llc (charlotte nc),first union corp,2006-02-28,1994-03-08,Between 2006-02-28 and 2007-02-28,491,0,0,0.0,,
0001024401,mesa wind developers (california),enron corpor,1998-03-31,1998-03-31,Between 1998-03-31 and 1999-03-31,830,0,0,0.0,,
0001420800,cast resources limited,enovis corp,2012-02-23,2008-03-11,Between 2012-02-23 and 2013-02-19,252,1,0,0.0,,
0001102752,flag telecom switzerland network ag,flag telecom holdings ltd,2001-03-30,2001-03-30,Between 2001-03-30 and 2002-04-01,16,0,0,0.0,,
